Current Evaluation Model of Likelihood to Leave,EmployeeLeft,Hired through SMTP,Marked for PHT Program,Recruiting Location Code,Salary,"Survey, Relative, Attitude toward Environment","Survey, Relative, Attitude toward Peers","Survey, Relative, Peer's Average Attitude toward Peers","Survey, Relative, Peer's Average Attitude toward Work/Life Balance",University
49.3,1.0,1,1,63997,44083.57,5,4,1,4,Enugu State University of Science and Technology
31.1,0.0,1,0,10000,45347.55,2,8,1,4,COMSATS Institute of Information Technology
51.1,1.0,1,1,27999,48732.99,5,7,2,4,COMSATS Institute of Information Technology
35.8,0.0,0,1,81996,45988.74,4,3,6,1,Université de Corse Pascal Paoli
22.8,0.0,1,1,63997,51783.8,5,8,3,1,NHTV Breda University of Professional Education
44.6,0.0,0,0,63997,41809.98,2,5,1,1,St. Norbert College
33.2,0.0,1,1,45998,56157.15,3,2,2,3,Université de Corse Pascal Paoli
31.9,0.0,1,0,45998,47953.0,3,2,4,2,St. Norbert College
39.0,1.0,1,0,10000,42726.03,4,8,2,2,St. Norbert College
43.7,0.0,1,0,27999,53803.51,1,3,2,4,Université de Corse Pascal Paoli
52.3,1.0,0,0,27999,60053.06,5,2,2,1,Enugu State University of Science and Technology
41.2,1.0,0,1,27999,46160.79,5,2,1,3,St. Norbert College
28.5,0.0,0,1,27999,41908.23,2,2,3,2,St. Norbert College
24.4,1.0,0,0,27999,52322.4,5,8,1,3,Enugu State University of Science and Technology
21.5,0.0,0,0,27999,45834.39,2,4,2,1,Enugu State University of Science and Technology
43.4,0.0,0,1,10000,44405.96,2,6,1,4,Enugu State University of Science and Technology
59.3,0.0,0,0,27999,42025.15,5,5,1,1,Enugu State University of Science and Technology
41.7,1.0,0,1,45998,47545.88,5,2,2,2,Enugu State University of Science and Technology
42.7,1.0,0,0,63997,63454.23,4,2,1,1,St. Norbert College
30.0,1.0,0,0,45998,58726.71,4,2,1,1,St. Norbert College
43.8,0.0,1,0,10000,41449.44,2,4,1,1,Enugu State University of Science and Technology
26.3,0.0,1,1,81996,46566.93,3,1,1,1,Enugu State University of Science and Technology
47.2,0.0,0,0,27999,44069.68,2,8,1,4,NHTV Breda University of Professional Education
44.3,1.0,0,1,45998,42914.33,5,2,2,3,St. Norbert College
22.6,1.0,0,1,81996,51845.09,5,7,7,3,Nazarene Bible College
33.2,0.0,1,1,27999,45654.17,4,6,2,3,NHTV Breda University of Professional Education
38.1,0.0,1,1,63997,46911.15,5,4,1,4,Université de Corse Pascal Paoli
28.9,0.0,1,0,10000,45692.94,1,4,7,1,St. Norbert College
35.4,0.0,0,1,63997,50192.09,2,5,5,2,Enugu State University of Science and Technology
29.1,0.0,1,1,63997,46624.81,3,6,7,1,Nazarene Bible College
34.2,0.0,0,0,63997,49438.79,4,2,5,1,St. Norbert College
42.2,0.0,1,0,63997,49716.87,5,6,3,1,Enugu State University of Science and Technology
39.2,1.0,0,1,63997,41434.48,4,3,1,4,Enugu State University of Science and Technology
43.0,0.0,0,0,81996,43699.3,4,7,1,1,St. Norbert College
38.9,0.0,0,1,63997,48112.53,5,7,3,2,NHTV Breda University of Professional Education
41.0,1.0,1,0,81996,77000.21,4,4,1,2,Nazarene Bible College
36.4,0.0,1,1,10000,42244.04,1,3,3,3,St. Norbert College
17.5,0.0,1,0,81996,43589.82,2,2,5,2,Enugu State University of Science and Technology
50.9,1.0,0,0,63997,42558.02,3,8,1,5,NHTV Breda University of Professional Education
27.1,0.0,1,0,81996,45601.42,2,3,1,2,Enugu State University of Science and Technology
31.3,0.0,0,0,45998,47782.08,5,3,2,1,Enugu State University of Science and Technology
24.5,0.0,1,1,81996,49481.32,5,3,5,2,NHTV Breda University of Professional Education
43.4,1.0,0,0,45998,45007.95,5,6,2,2,NHTV Breda University of Professional Education
30.3,0.0,1,0,81996,59640.47,3,3,4,2,Université de Corse Pascal Paoli
43.8,0.0,1,0,81996,67904.09,3,1,2,1,NHTV Breda University of Professional Education
32.7,1.0,0,1,81996,45434.63,5,1,2,3,Enugu State University of Science and Technology
37.9,0.0,1,1,45998,50264.6,3,5,2,1,NHTV Breda University of Professional Education
28.4,0.0,0,0,63997,61737.91,2,4,1,1,Université de Corse Pascal Paoli
58.0,1.0,0,0,81996,51160.14,5,8,2,2,NHTV Breda University of Professional Education
29.6,0.0,1,0,81996,43783.9,3,2,3,3,Enugu State University of Science and Technology
19.4,0.0,1,1,45998,52093.79,5,6,2,1,Nazarene Bible College
43.4,1.0,1,0,81996,45428.59,3,5,1,4,St. Norbert College
50.2,0.0,1,0,27999,57538.59,5,5,1,3,Nazarene Bible College
45.0,1.0,0,0,27999,64707.78,5,8,6,2,St. Norbert College
40.3,1.0,1,1,27999,52965.0,4,1,4,1,Université de Corse Pascal Paoli
47.8,0.0,1,1,81996,43597.48,1,4,1,5,NHTV Breda University of Professional Education
35.3,1.0,0,0,81996,53869.41,5,2,2,1,Enugu State University of Science and Technology
24.3,0.0,1,0,81996,42880.83,3,5,2,2,St. Norbert College
35.3,1.0,0,0,27999,46504.79,5,5,4,2,St. Norbert College
37.4,0.0,0,1,81996,55981.23,4,4,3,2,Université de Corse Pascal Paoli
32.2,1.0,0,0,45998,42544.58,5,4,1,3,NHTV Breda University of Professional Education
36.6,0.0,0,1,81996,52919.51,2,7,6,2,Université de Corse Pascal Paoli
35.6,1.0,0,1,63997,47931.27,4,4,2,3,St. Norbert College
48.0,0.0,1,1,27999,43178.81,2,7,3,2,St. Norbert College
30.1,0.0,0,0,45998,41386.07,1,3,7,4,St. Norbert College
36.4,0.0,1,0,27999,50537.05,1,2,7,3,NHTV Breda University of Professional Education
28.1,1.0,1,0,27999,63110.18,3,2,1,2,St. Norbert College
36.8,1.0,0,0,81996,50407.61,5,2,1,1,St. Norbert College
41.8,0.0,0,1,81996,47593.78,5,3,2,1,COMSATS Institute of Information Technology
63.0,1.0,1,1,81996,45848.71,4,2,5,3,Enugu State University of Science and Technology
48.4,0.0,1,0,81996,44151.73,5,4,1,1,Enugu State University of Science and Technology
29.0,0.0,1,0,27999,49159.26,3,3,1,1,Enugu State University of Science and Technology
37.3,0.0,1,0,27999,52990.55,2,4,4,1,St. Norbert College
40.5,0.0,1,0,63997,59888.66,3,2,2,3,COMSATS Institute of Information Technology
31.1,1.0,1,1,45998,51474.76,4,3,2,4,St. Norbert College
37.9,0.0,0,1,63997,54897.07,3,2,5,1,Enugu State University of Science and Technology
50.3,1.0,1,1,63997,41676.17,5,2,7,3,St. Norbert College
34.0,0.0,1,1,10000,42536.42,3,1,1,3,Nazarene Bible College
37.6,0.0,0,1,10000,49870.67,3,1,1,1,Enugu State University of Science and Technology
43.2,0.0,0,1,45998,56038.34,1,8,4,3,COMSATS Institute of Information Technology
37.0,1.0,0,0,63997,50998.69,5,2,2,2,NHTV Breda University of Professional Education
46.9,1.0,0,0,10000,56839.0,4,3,6,2,Enugu State University of Science and Technology
28.7,1.0,1,0,45998,48643.8,3,4,2,3,St. Norbert College
34.6,0.0,0,0,45998,46193.95,3,3,7,2,Enugu State University of Science and Technology
39.6,1.0,1,0,81996,58754.46,4,4,1,4,Nazarene Bible College
43.0,0.0,1,1,63997,45211.0,4,3,2,2,St. Norbert College
52.1,1.0,1,0,45998,45974.12,3,5,5,3,St. Norbert College
30.9,0.0,0,0,81996,57200.78,3,8,4,1,COMSATS Institute of Information Technology
29.0,1.0,1,1,45998,57297.67,5,1,1,5,St. Norbert College
30.3,0.0,1,0,63997,49802.68,5,4,1,3,St. Norbert College
29.2,0.0,1,1,81996,52641.57,1,5,2,3,St. Norbert College
30.4,0.0,0,0,81996,48309.08,2,7,2,3,Nazarene Bible College
33.7,0.0,1,1,45998,45044.56,5,3,3,2,NHTV Breda University of Professional Education
32.8,0.0,1,1,27999,60644.25,2,8,4,1,Enugu State University of Science and Technology
39.2,1.0,0,0,81996,47265.08,5,6,4,2,St. Norbert College
36.8,0.0,0,1,45998,44449.62,2,7,1,2,Enugu State University of Science and Technology
34.7,0.0,1,1,63997,45867.68,5,3,5,1,St. Norbert College
46.9,0.0,0,1,81996,50127.29,2,3,2,1,NHTV Breda University of Professional Education
37.5,0.0,1,0,81996,44154.86,3,2,7,4,Nazarene Bible College
38.6,1.0,0,1,81996,47928.78,3,1,1,4,St. Norbert College
24.7,0.0,1,1,63997,46108.39,4,1,1,3,NHTV Breda University of Professional Education
15.2,0.0,0,0,63997,44546.38,3,6,4,1,St. Norbert College
52.6,1.0,0,1,45998,48770.68,4,1,4,3,Enugu State University of Science and Technology
47.4,1.0,1,1,81996,60412.88,5,7,5,3,Enugu State University of Science and Technology
19.4,1.0,1,0,27999,52564.34,4,3,5,4,St. Norbert College
27.0,1.0,1,1,63997,44012.24,5,2,1,4,St. Norbert College
36.0,1.0,0,0,45998,46686.12,4,5,2,5,NHTV Breda University of Professional Education
54.9,1.0,0,1,45998,47067.06,4,1,7,5,Nazarene Bible College
19.3,0.0,0,0,27999,44611.87,2,3,2,3,Université de Corse Pascal Paoli
25.3,0.0,1,1,81996,52034.73,5,5,1,1,Université de Corse Pascal Paoli
52.8,1.0,0,0,81996,51710.95,5,4,7,2,NHTV Breda University of Professional Education
33.9,1.0,1,0,63997,41193.93,5,6,1,2,St. Norbert College
42.5,0.0,0,0,63997,44367.88,5,4,3,1,Enugu State University of Science and Technology
4.6,1.0,0,0,27999,58325.44,3,2,2,3,Enugu State University of Science and Technology
56.7,1.0,0,0,27999,55874.99,3,4,1,1,St. Norbert College
36.2,0.0,0,0,27999,41882.88,3,3,2,4,NHTV Breda University of Professional Education
38.1,0.0,1,1,10000,44364.37,5,3,1,2,St. Norbert College
56.4,0.0,0,0,63997,42158.94,2,7,4,1,NHTV Breda University of Professional Education
46.0,0.0,0,1,81996,48297.47,4,4,2,2,Université de Corse Pascal Paoli
63.1,0.0,1,0,45998,43325.2,4,5,6,3,NHTV Breda University of Professional Education
42.2,0.0,1,1,45998,67667.53,2,4,7,1,Nazarene Bible College
38.1,1.0,0,0,81996,61844.73,4,3,3,5,St. Norbert College
41.7,1.0,1,1,27999,59240.24,3,8,1,2,St. Norbert College
65.1,1.0,1,0,45998,63154.69,4,5,1,3,St. Norbert College
34.3,0.0,0,1,81996,46433.56,3,5,1,3,St. Norbert College
25.4,0.0,1,1,45998,42420.33,2,4,2,5,Nazarene Bible College
24.1,1.0,1,1,81996,47496.68,5,4,6,3,St. Norbert College
34.0,1.0,1,0,63997,51474.31,5,2,1,5,St. Norbert College
25.6,0.0,1,0,63997,42422.71,2,3,7,2,St. Norbert College
21.6,1.0,1,1,81996,42061.9,5,2,3,2,St. Norbert College
27.8,0.0,0,0,27999,49320.31,2,7,1,3,St. Norbert College
46.5,1.0,0,0,45998,46357.13,5,4,4,5,COMSATS Institute of Information Technology
31.2,0.0,0,1,27999,59640.17,5,7,1,2,St. Norbert College
43.8,1.0,0,0,81996,48833.53,5,2,1,4,St. Norbert College
39.0,0.0,0,1,63997,41924.57,5,2,4,1,Nazarene Bible College
35.8,1.0,0,0,10000,48866.91,2,6,1,4,St. Norbert College
26.4,1.0,0,1,63997,75267.59,1,8,6,2,St. Norbert College
37.4,0.0,0,0,27999,44829.13,2,5,3,1,COMSATS Institute of Information Technology
45.5,0.0,1,0,10000,44313.44,1,5,4,4,St. Norbert College
27.3,1.0,0,0,81996,46503.53,4,5,1,2,St. Norbert College
26.6,1.0,0,0,63997,54608.38,5,5,3,3,Université de Corse Pascal Paoli
43.9,0.0,0,1,10000,40808.6,5,3,7,1,NHTV Breda University of Professional Education
56.4,1.0,0,0,63997,57577.73,5,3,3,3,Enugu State University of Science and Technology
31.0,1.0,1,1,63997,51311.81,5,5,7,3,NHTV Breda University of Professional Education
34.8,0.0,1,1,63997,45535.4,4,5,6,3,Enugu State University of Science and Technology
29.6,1.0,0,0,27999,45016.59,5,4,1,2,St. Norbert College
47.5,1.0,0,0,27999,41414.73,5,3,1,2,St. Norbert College
34.6,1.0,1,1,10000,41503.87,5,6,1,1,St. Norbert College
44.8,0.0,1,0,63997,47129.93,2,3,1,3,Enugu State University of Science and Technology
49.4,0.0,1,0,27999,50331.05,3,4,1,1,Université de Corse Pascal Paoli
27.6,1.0,0,0,81996,46073.85,4,3,3,4,NHTV Breda University of Professional Education
39.6,0.0,0,1,63997,50178.95,5,5,2,2,Université de Corse Pascal Paoli
36.0,0.0,1,0,27999,41677.77,2,4,1,1,St. Norbert College
34.9,0.0,0,0,27999,47633.08,4,8,2,1,St. Norbert College
26.2,1.0,0,0,63997,46670.01,4,3,1,3,Enugu State University of Science and Technology
55.3,1.0,1,1,27999,69640.87,4,4,1,1,St. Norbert College
48.9,1.0,1,1,27999,62143.6,4,7,2,3,St. Norbert College
22.2,1.0,1,1,45998,49139.3,5,4,7,3,St. Norbert College
31.9,0.0,0,0,81996,50900.95,1,3,1,5,Nazarene Bible College
38.1,1.0,0,1,27999,45209.2,5,8,5,3,St. Norbert College
21.1,0.0,0,1,63997,43005.47,4,4,4,1,Enugu State University of Science and Technology
16.9,0.0,0,0,27999,46720.5,5,3,1,1,Enugu State University of Science and Technology
35.4,1.0,0,1,10000,52000.03,3,2,1,2,St. Norbert College
31.5,1.0,0,0,27999,42408.96,5,7,1,2,Enugu State University of Science and Technology
27.7,0.0,0,0,63997,43172.77,3,3,1,2,NHTV Breda University of Professional Education
45.1,1.0,0,1,81996,56304.88,4,4,2,3,Enugu State University of Science and Technology
57.8,1.0,0,0,81996,61105.82,3,8,1,5,St. Norbert College
42.7,1.0,0,1,81996,57471.95,3,4,1,2,St. Norbert College
37.4,1.0,0,1,10000,64357.4,5,5,1,1,Enugu State University of Science and Technology
45.6,1.0,0,0,81996,52211.03,5,2,3,1,Enugu State University of Science and Technology
36.9,0.0,1,1,63997,52475.76,3,3,1,2,Enugu State University of Science and Technology
40.9,0.0,0,1,81996,42135.22,5,4,2,1,Université de Corse Pascal Paoli
25.4,1.0,0,1,10000,44936.11,5,5,5,4,NHTV Breda University of Professional Education
9.0,0.0,1,0,45998,41588.74,4,6,2,3,NHTV Breda University of Professional Education
44.1,1.0,0,0,10000,51865.24,5,5,2,1,St. Norbert College
43.0,1.0,0,1,45998,47579.31,5,2,3,2,St. Norbert College
47.0,0.0,0,0,81996,49188.62,3,2,1,3,Université de Corse Pascal Paoli
40.0,1.0,1,0,81996,63114.77,4,3,5,3,NHTV Breda University of Professional Education
31.1,1.0,0,1,81996,48356.38,4,2,1,5,COMSATS Institute of Information Technology
49.5,1.0,0,0,27999,55502.05,2,5,3,4,Enugu State University of Science and Technology
22.6,0.0,1,0,63997,42567.9,5,3,4,2,NHTV Breda University of Professional Education
23.0,0.0,1,1,81996,52202.49,5,5,4,1,St. Norbert College
45.5,1.0,0,1,63997,53244.66,4,3,2,4,St. Norbert College
44.9,0.0,0,1,81996,48000.95,3,2,1,2,Nazarene Bible College
49.1,1.0,0,0,45998,48298.24,5,3,2,1,St. Norbert College
50.6,1.0,1,0,81996,44332.25,5,2,7,3,St. Norbert College
20.2,0.0,0,1,27999,43550.19,4,6,1,3,St. Norbert College
26.8,1.0,1,0,81996,53578.15,5,3,4,1,St. Norbert College
34.7,0.0,1,1,63997,53699.3,4,3,1,1,St. Norbert College
37.5,1.0,0,1,63997,48837.14,4,3,4,3,St. Norbert College
53.7,0.0,1,0,81996,46598.96,2,6,6,1,NHTV Breda University of Professional Education
24.7,1.0,0,0,27999,54043.87,2,2,3,3,St. Norbert College
11.3,0.0,0,1,81996,47498.71,2,2,2,2,NHTV Breda University of Professional Education
29.5,1.0,1,1,27999,53024.23,3,8,7,1,Enugu State University of Science and Technology
36.9,1.0,0,1,27999,41626.01,5,5,7,4,St. Norbert College
43.6,1.0,1,0,45998,55871.71,4,1,6,3,St. Norbert College
27.6,1.0,1,0,45998,54419.51,4,4,1,3,NHTV Breda University of Professional Education
28.2,1.0,1,1,27999,40296.33,5,4,5,4,St. Norbert College
49.1,0.0,1,0,45998,54326.02,3,7,1,2,Enugu State University of Science and Technology
40.0,0.0,0,1,10000,44797.7,4,5,1,1,NHTV Breda University of Professional Education
35.6,0.0,0,0,45998,49827.9,2,5,1,1,St. Norbert College
47.2,0.0,0,0,81996,46134.58,3,6,4,4,COMSATS Institute of Information Technology
28.7,0.0,0,1,81996,41091.72,1,1,1,3,St. Norbert College
24.8,1.0,1,0,27999,48576.39,5,1,2,4,Enugu State University of Science and Technology
33.6,0.0,0,0,81996,44541.72,2,4,1,3,Université de Corse Pascal Paoli
53.4,0.0,1,1,81996,48715.86,3,6,4,4,NHTV Breda University of Professional Education
43.1,0.0,1,0,27999,44938.81,1,5,4,2,St. Norbert College
44.1,1.0,0,1,45998,42541.18,4,7,1,5,St. Norbert College
40.0,0.0,1,1,81996,52363.37,3,3,5,1,Nazarene Bible College
40.4,0.0,1,1,81996,42036.21,2,8,2,3,Enugu State University of Science and Technology
57.4,1.0,1,0,45998,46560.82,5,7,1,5,St. Norbert College
16.5,0.0,0,1,27999,54884.83,3,2,1,3,NHTV Breda University of Professional Education
32.8,0.0,1,0,81996,57364.01,5,2,3,1,COMSATS Institute of Information Technology
45.8,0.0,0,0,45998,45280.51,5,3,3,1,Nazarene Bible College
29.4,1.0,1,0,63997,43265.45,5,3,2,2,St. Norbert College
33.8,0.0,0,1,81996,45386.74,4,5,1,2,Enugu State University of Science and Technology
23.3,0.0,1,0,81996,45059.57,3,3,3,3,COMSATS Institute of Information Technology
57.8,1.0,1,0,81996,54332.61,5,5,3,2,NHTV Breda University of Professional Education
58.6,0.0,1,0,81996,47610.61,3,3,1,3,COMSATS Institute of Information Technology
35.8,1.0,0,0,81996,45848.2,5,2,1,1,St. Norbert College
26.8,1.0,1,1,63997,41880.53,5,2,3,1,COMSATS Institute of Information Technology
34.1,1.0,0,1,45998,42521.69,5,5,3,2,St. Norbert College
54.0,1.0,0,1,27999,42652.76,5,3,7,4,St. Norbert College
37.5,0.0,0,0,81996,45338.56,4,2,1,2,Université de Corse Pascal Paoli
32.2,0.0,1,1,63997,47437.96,2,2,4,1,Nazarene Bible College
37.8,0.0,0,0,27999,47424.41,3,4,2,3,Université de Corse Pascal Paoli
57.4,0.0,1,1,27999,57968.36,2,5,1,1,Enugu State University of Science and Technology
35.2,1.0,1,0,81996,50273.01,5,6,1,1,St. Norbert College
34.3,1.0,0,1,81996,60648.83,5,2,3,4,Enugu State University of Science and Technology
41.2,1.0,0,0,45998,49079.62,4,4,2,4,Nazarene Bible College
35.4,0.0,0,1,45998,46920.39,1,3,5,3,Université de Corse Pascal Paoli
43.2,0.0,0,1,81996,43013.02,4,3,1,1,St. Norbert College
37.2,1.0,0,0,63997,48375.83,5,2,4,1,St. Norbert College
32.9,0.0,0,1,81996,41526.93,2,3,2,3,Enugu State University of Science and Technology
43.4,0.0,1,0,10000,45598.17,3,7,4,1,St. Norbert College
40.7,0.0,0,1,45998,43266.45,4,2,1,1,COMSATS Institute of Information Technology
43.7,1.0,1,1,81996,62732.59,2,2,3,4,Enugu State University of Science and Technology
19.4,0.0,1,1,81996,49033.52,3,3,1,1,Enugu State University of Science and Technology
38.8,1.0,0,0,81996,49780.27,5,3,1,3,St. Norbert College
38.2,1.0,0,1,81996,41954.49,5,8,2,3,St. Norbert College
40.3,0.0,0,1,45998,42880.72,2,1,2,1,St. Norbert College
42.4,0.0,0,1,63997,42088.95,5,2,4,1,Enugu State University of Science and Technology
36.5,1.0,1,0,27999,41026.39,5,2,1,4,COMSATS Institute of Information Technology
53.2,1.0,0,0,81996,51140.27,4,4,1,3,NHTV Breda University of Professional Education
38.0,0.0,0,0,81996,56040.66,5,7,1,1,Université de Corse Pascal Paoli
40.9,0.0,1,1,45998,44172.67,5,8,1,2,NHTV Breda University of Professional Education
42.0,1.0,1,0,45998,48040.93,5,6,1,2,Enugu State University of Science and Technology
27.0,1.0,0,0,45998,47911.89,5,5,2,4,COMSATS Institute of Information Technology
38.3,1.0,0,1,63997,58719.13,5,5,2,4,Enugu State University of Science and Technology
46.9,1.0,0,1,45998,55891.87,1,1,5,5,Enugu State University of Science and Technology
22.5,0.0,1,0,63997,51031.2,5,7,3,1,Nazarene Bible College
44.5,0.0,0,1,27999,57617.84,4,5,2,1,Enugu State University of Science and Technology
31.7,0.0,1,1,81996,50193.91,4,4,7,1,Enugu State University of Science and Technology
43.8,0.0,0,1,63997,43316.41,1,3,2,3,Enugu State University of Science and Technology
49.6,0.0,0,0,10000,45442.9,1,4,1,1,Université de Corse Pascal Paoli
29.7,0.0,0,1,63997,51893.53,5,4,1,1,NHTV Breda University of Professional Education
35.4,1.0,0,0,81996,43212.49,5,8,1,4,Nazarene Bible College
34.4,0.0,1,0,10000,46131.5,5,4,2,2,NHTV Breda University of Professional Education
30.7,0.0,1,0,81996,47621.53,2,1,2,1,St. Norbert College
12.1,1.0,0,0,27999,56510.88,4,2,7,4,NHTV Breda University of Professional Education
47.2,0.0,1,1,27999,44959.62,5,4,5,1,Enugu State University of Science and Technology
33.2,1.0,1,0,81996,44121.24,5,8,2,3,St. Norbert College
27.5,1.0,0,0,10000,47679.96,3,4,1,3,St. Norbert College
20.5,1.0,0,1,45998,58166.79,5,4,2,1,St. Norbert College
58.8,0.0,1,0,45998,46293.7,2,4,1,3,NHTV Breda University of Professional Education
43.8,0.0,0,1,27999,47872.11,2,3,3,2,NHTV Breda University of Professional Education
44.3,1.0,1,0,81996,53312.02,5,5,5,2,St. Norbert College
13.9,0.0,1,1,81996,51312.46,4,8,7,4,COMSATS Institute of Information Technology
34.3,1.0,0,1,81996,50267.89,5,4,5,3,Nazarene Bible College
35.8,1.0,1,0,81996,44552.42,5,2,2,4,Enugu State University of Science and Technology
33.3,0.0,0,0,81996,59354.79,5,4,1,3,Enugu State University of Science and Technology
33.7,1.0,0,1,27999,55677.98,5,4,3,4,St. Norbert College
38.2,1.0,0,0,81996,45825.67,5,2,2,3,Enugu State University of Science and Technology
22.2,1.0,0,0,27999,53188.92,5,4,2,2,NHTV Breda University of Professional Education
28.0,1.0,0,1,63997,47420.83,4,2,4,3,Enugu State University of Science and Technology
43.9,1.0,1,0,27999,53238.28,4,3,3,3,St. Norbert College
49.2,0.0,1,1,10000,42045.11,5,6,2,2,Enugu State University of Science and Technology
51.0,1.0,0,1,27999,44534.77,5,4,2,3,St. Norbert College
43.3,1.0,1,0,27999,46932.92,5,3,1,3,Nazarene Bible College
41.3,1.0,0,0,63997,42850.93,5,6,1,3,St. Norbert College
44.1,0.0,0,1,27999,46077.07,5,4,5,1,Nazarene Bible College
44.5,1.0,0,1,81996,50195.19,5,3,2,3,Enugu State University of Science and Technology
34.5,1.0,1,0,10000,49679.22,4,3,2,3,Enugu State University of Science and Technology
57.3,1.0,1,0,81996,60894.41,5,4,2,3,Enugu State University of Science and Technology
50.3,0.0,1,1,10000,56087.52,2,3,2,3,Enugu State University of Science and Technology
34.8,0.0,0,1,45998,43378.0,4,5,5,1,Université de Corse Pascal Paoli
25.8,1.0,0,0,27999,44287.87,4,4,3,4,NHTV Breda University of Professional Education
32.1,1.0,1,1,63997,53734.01,5,3,1,4,St. Norbert College
45.0,1.0,0,0,27999,45143.06,5,8,2,3,Enugu State University of Science and Technology
39.1,0.0,1,0,81996,45472.55,1,7,1,2,Enugu State University of Science and Technology
